,DATASET,ID,PORO,PERM,GRAINSIZE,GRAINSIZE.1,EOD,EOD_NMT
1249,37.0,,7.8,0.04,,,Dune and Dry Interdune Origin,NM
1250,37.0,,7.8,0.03,,,Dune and Dry Interdune Origin,NM
1251,37.0,,7.5,0.08,,,Dune and Dry Interdune Origin,NM
1252,37.0,,5.5,0.02,,,Dune and Dry Interdune Origin,NM
1253,37.0,,5.5,0.02,,,Dune and Dry Interdune Origin,NM
1254,37.0,,5.3,0.01,,,Dune and Dry Interdune Origin,NM
1255,37.0,,8.1,0.04,,,Dune and Dry Interdune Origin,NM
1256,37.0,,8.1,0.07,,,Dune and Dry Interdune Origin,NM
1257,37.0,,7.6,0.05,,,Dune and Dry Interdune Origin,NM
1258,37.0,,7.5,0.03,,,Dune and Dry Interdune Origin,NM
1259,37.0,,8.6,0.05,,,Dune and Dry Interdune Origin,NM
1260,37.0,,8.9,0.08,,,Dune and Dry Interdune Origin,NM
1261,37.0,,6.9,0.05,,,Dune and Dry Interdune Origin,NM
1262,37.0,,6,0.03,,,Non-Dune Origin,NM
1263,37.0,,5.9,0.03,,,Non-Dune Origin,NM
1264,37.0,,7,0.03,,,Non-Dune Origin,NM
1265,37.0,,5.1,0.03,,,Non-Dune Origin,NM
1266,37.0,,5.8,0.04,,,Non-Dune Origin,NM
1267,37.0,,4.9,0.03,,,Non-Dune Origin,NM
1268,37.0,,3.6,0.01,,,Non-Dune Origin,NM
1269,37.0,,9.1,0.14,,,Dune and Dry Interdune Origin,NM
1270,37.0,,6.6,0.02,,,Non-Dune Origin,NM
1271,37.0,,4.6,0.03,,,Non-Dune Origin,NM
1272,37.0,,6.2,0.01,,,Non-Dune Origin,NM
1273,37.0,,5.5,0.02,,,Non-Dune Origin,NM
1274,37.0,,4.4,0.02,,,Non-Dune Origin,NM
1275,37.0,,5.9,0.02,,,Dune and Dry Interdune Origin,NM
1276,37.0,,5.8,0.02,,,Dune and Dry Interdune Origin,NM
1277,37.0,,3.7,0.03,,,Dune and Dry Interdune Origin,NM
1278,37.0,,8,0.04,,,Dune and Dry Interdune Origin,NM
1279,37.0,,5.4,0.02,,,Dune and Dry Interdune Origin,NM
1280,37.0,,4.8,0.01,,,Dune and Dry Interdune Origin,NM
1281,37.0,,4.7,0.02,,,Dune and Dry Interdune Origin,NM
1282,37.0,,4.4,0.01,,,Dune and Dry Interdune Origin,NM
1283,37.0,,6.6,0.05,,,Dune and Dry Interdune Origin,NM
1284,37.0,,5.5,0.01,,,Dune and Dry Interdune Origin,NM
1285,37.0,,6.3,0.02,,,Dune and Dry Interdune Origin,NM
1286,37.0,,6.4,0.02,,,Dune and Dry Interdune Origin,NM
1287,37.0,,7,0.02,,,Dune and Dry Interdune Origin,NM
1288,37.0,,6.3,0.02,,,Dune and Dry Interdune Origin,NM
1289,37.0,,5.4,0.02,,,Non-Dune Origin,NM
1290,37.0,,5.8,0.01,,,Non-Dune Origin,NM
1291,37.0,,6.3,0.02,,,Dune and Dry Interdune Origin,NM
1292,37.0,,9,0.06,,,Dune and Dry Interdune Origin,NM
1293,37.0,,10.4,0.09,,,Dune and Dry Interdune Origin,NM
1294,37.0,,5.1,0.01,,,Non-Dune Origin,NM
1295,37.0,,6.3,0.02,,,Non-Dune Origin,NM
1296,37.0,,5.8,0.02,,,Non-Dune Origin,NM
1297,37.0,,6.5,0.02,,,Non-Dune Origin,NM
1298,37.0,,7.3,0.03,,,Dune and Dry Interdune Origin,NM
1299,37.0,,11.9,0.09,,,Dune and Dry Interdune Origin,NM
1300,37.0,,9,0.08,,,Dune and Dry Interdune Origin,NM
1301,37.0,,10.2,0.07,,,Dune and Dry Interdune Origin,NM
1302,37.0,,9.1,0.06,,,Dune and Dry Interdune Origin,NM
1303,37.0,,8,0.06,,,Dune and Dry Interdune Origin,NM
1304,37.0,,8.2,0.05,,,Dune and Dry Interdune Origin,NM
1305,37.0,,6.6,0.02,,,Dune and Dry Interdune Origin,NM
1306,37.0,,6.1,0.03,,,Dune and Dry Interdune Origin,NM
1307,37.0,,6.2,0.03,,,Dune and Dry Interdune Origin,NM
1308,37.0,,10,0.09,,,Dune and Dry Interdune Origin,NM
1309,37.0,,7.7,0.05,,,Dune and Dry Interdune Origin,NM
1310,37.0,,10.2,0.09,,,Dune and Dry Interdune Origin,NM
1311,37.0,,10.7,0.12,,,Dune and Dry Interdune Origin,NM
1312,37.0,,8.7,0.06,,,Dune and Dry Interdune Origin,NM
1313,37.0,,9.9,0.09,,,Dune and Dry Interdune Origin,NM
1314,37.0,,8,0.06,,,Dune and Dry Interdune Origin,NM
1315,37.0,,12.1,0.19,,,Dune and Dry Interdune Origin,NM
1316,37.0,,7.9,0.05,,,Dune and Dry Interdune Origin,NM
1317,37.0,,11.6,0.12,,,Dune and Dry Interdune Origin,NM
1318,37.0,,11.2,0.12,,,Dune and Dry Interdune Origin,NM
1319,37.0,,11,0.13,,,Dune and Dry Interdune Origin,NM
1320,37.0,,6.9,0.03,,,Dune and Dry Interdune Origin,NM
1321,37.0,,7.4,0.03,,,Dune and Dry Interdune Origin,NM
1322,37.0,,7.7,0.05,,,Dune and Dry Interdune Origin,NM
1323,37.0,,9.2,0.08,,,Dune and Dry Interdune Origin,NM
1324,37.0,,10.2,0.11,,,Dune and Dry Interdune Origin,NM
1325,37.0,,10.7,0.09,,,Dune and Dry Interdune Origin,NM
1326,37.0,,10.3,0.08,,,Dune and Dry Interdune Origin,NM
1327,37.0,,6.8,0.04,,,Dune and Dry Interdune Origin,NM
1328,37.0,,11.2,0.1,,,Dune and Dry Interdune Origin,NM
1329,37.0,,6.1,0.05,,,Dune and Dry Interdune Origin,NM
1330,37.0,,9.3,0.06,,,Dune and Dry Interdune Origin,NM
1331,37.0,,5.9,0.03,,,Non-Dune Origin,NM
1332,37.0,,5.8,0.02,,,Non-Dune Origin,NM
1333,37.0,,6.1,0.04,,,Non-Dune Origin,NM
1334,37.0,,6.7,0.03,,,Non-Dune Origin,NM
1335,37.0,,5.4,0.08,,,Non-Dune Origin,NM
1336,37.0,,6.2,0.02,,,Non-Dune Origin,NM
